month,growmonth,parent.pop,elevation.group,elev_m,PckSum,Lat,Long,year,cwd,pck,ppt,tmn,tmx,AvgFirstMonth,AvgLastMonth
4,8,TM2,Low,379.1526973,5.4673333333333325,39.59255,-121.55072,1994,50.48,0,72.06,7.38,21.47,2,10
5,9,TM2,Low,379.1526973,5.4673333333333325,39.59255,-121.55072,1994,87.13,0,51.24,10.31,24.26,2,10
6,10,TM2,Low,379.1526973,5.4673333333333325,39.59255,-121.55072,1994,109.29,0,1.78,12.79,30.12,2,10
8,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1965,87.19,0,143.93,5.83,20.79,6,11
7,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1965,101.91,0,16.37,6.24,22.22,6,11
11,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1965,25.32,155.99,328.02,-3.6,7.35,6,11
10,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1965,67.89,0,18.48,1.41,18.94,6,11
9,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1965,82.46,0,29.97,2.54,17.57,6,11
8,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1966,121.34,0,9.61,8.02,25.2,6,11
7,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1966,124.71,0,2.2,7.25,22.34,6,11
11,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1966,27.71,59.59,273.86,-1.81,8.31,6,11
10,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1966,65.57,0,0.01,1.13,16.54,6,11
9,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1966,97.43,0,7.29,5.24,20.57,6,11
8,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1967,92.62,0,49.34,8.43,23.96,6,11
7,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1967,126.77,0,3.26,8.38,23.02,6,11
11,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1967,31.06,0,104.97,-0.82,10.39,6,11
10,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1967,63.85,0,47.91,1.63,15.83,6,11
9,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1967,87.01,0,53.05,6.22,19.62,6,11
8,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1968,86.12,0,63.39,5.88,18.87,6,11
7,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1968,128.02,0,2.9,9.08,23.14,6,11
11,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1968,27.32,77.95,224.01,-3.22,7.54,6,11
10,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1968,63.81,0,72.79,0.94,14.7,6,11
9,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1968,96.66,0,4.72,5.2,20.05,6,11
8,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1969,118.55,0,0,7.08,24.04,6,11
7,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1969,122.31,0,9.43,8.11,22.31,6,11
11,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1969,30.33,0,99.43,-2.21,10.47,6,11
10,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1969,57.63,0,124.24,-0.62,11.15,6,11
9,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1969,98.05,0,19.45,6.45,20.07,6,11
8,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1970,120.03,0,0,8.28,23.93,6,11
7,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1970,127.42,0,0.09,9.06,22.86,6,11
11,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1970,25.72,126.24,359,-1.96,7.69,6,11
10,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1970,61.92,0,51.24,0.23,13.3,6,11
9,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1970,94.01,0,1.15,3.18,19.57,6,11
8,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1971,93.19,0,13.37,8.72,23.37,6,11
7,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1971,95.43,0,9.33,7.81,22.38,6,11
11,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1971,27.09,87.01,201.28,-4.38,7.41,6,11
10,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1971,58.74,0,32.74,-1.8,11.96,6,11
9,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1971,83.95,0,32.25,3.62,18.49,6,11
8,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1972,117.73,0,8.44,7.09,23.17,6,11
7,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1972,127.89,0,0.06,8.25,23.96,6,11
11,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1972,23.73,103.72,179.46,-4.52,5.99,6,11
10,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1972,56.91,0,80.19,0.37,10.79,6,11
9,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1972,85.24,0,65.09,3.06,17.67,6,11
8,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1973,90.43,0,45.33,7.51,22.2,6,11
7,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1973,122.22,0,10.84,7.11,23.47,6,11
11,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1973,22.38,365.27,442.62,-4.36,4.61,6,11
10,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1973,60.81,0,114.5,0.49,14.7,6,11
9,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1973,92.62,0,16.95,3.59,19.83,6,11
8,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1974,91.01,0,19.05,7.5,23.14,6,11
7,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1974,81.86,0,96.51,7.05,21.89,6,11
11,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1974,29.24,0,82.77,-3.64,9.62,6,11
10,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1974,64.58,0,74.76,1.28,15.22,6,11
9,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1974,100.97,0,0,5.95,23.29,6,11
8,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1975,87.5,0,57.88,5.55,20.98,6,11
7,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1975,125.13,0,1.5,7.62,22.52,6,11
11,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1975,27.11,4.45,84.08,-4.11,7.51,6,11
10,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1975,55.57,0,235.43,-0.76,11.92,6,11
9,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1975,96.65,0,19.41,6.9,21.59,6,11
8,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1976,84.94,0,87.32,4.56,18.7,6,11
7,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1976,84.06,0,32.83,7.58,23.32,6,11
11,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1976,32.15,0,46.41,-1.02,12.78,6,11
10,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1976,64.87,0,32.77,1.07,15.94,6,11
9,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1976,85.57,0,49.65,5.04,19.27,6,11
8,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1977,121.25,0,3.36,8.37,24.79,6,11
7,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1977,120.67,0,8.8,7.87,23.74,6,11
11,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1977,29.91,0,149.86,-2.41,9.77,6,11
10,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1977,66.4,0,12.15,1.94,16.7,6,11
9,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1977,95.13,0,34.49,4.73,19.39,6,11
8,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1978,118,0,9.37,7.78,22.76,6,11
7,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1978,125.46,0,4.04,7.42,22.95,6,11
11,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1978,26.96,40.72,102.36,-5.04,6.64,6,11
10,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1978,68.47,0,1.31,2.74,18.36,6,11
9,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1978,82.34,0,136.5,3.48,17.48,6,11
8,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1979,100.7,0,7.81,6.95,20.96,6,11
7,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1979,83.1,0,35.57,7.45,22.9,6,11
11,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1979,26.86,44.13,135.87,-4.06,7.13,6,11
10,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1979,62.77,0,127.25,1.82,14.54,6,11
9,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1979,101.26,0,0.26,6.72,22.63,6,11
8,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1980,110.37,0,5.83,7.25,21.8,6,11
7,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1980,84.45,0,23.85,8.53,22.49,6,11
11,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1980,30.45,0,36.6,-1.67,9.98,6,11
10,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1980,65.47,0,35.43,1.89,15.62,6,11
9,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1980,95.76,0,15.69,4.73,19.52,6,11
8,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1981,123.16,0,0.5,9.06,25.6,6,11
7,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1981,127.66,0,2.33,7.68,24.17,6,11
11,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1981,24.48,161.77,373.24,-1.71,6.69,6,11
10,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1981,58.41,0,150.72,-0.53,12.79,6,11
9,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1981,100.78,0,28.93,7.32,21.5,6,11
8,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1982,106.45,0,14.53,8.89,22.47,6,11
7,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1982,117.16,0,7.73,8.23,20.97,6,11
11,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1982,22.31,222.71,289.92,-4.94,5.11,6,11
10,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1982,56.37,0,235.68,0.45,11.64,6,11
9,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1982,82.66,0,144.57,4.38,16.98,6,11
8,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1983,89.34,0,47.55,7.92,20.89,6,11
7,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1983,119.26,0,3.08,5.81,19.86,6,11
11,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1983,22.69,481.75,573.34,-3.27,4.3,6,11
10,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1983,63,0,55.07,2.7,14.47,6,11
9,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1983,87.09,0,127.31,6.77,19.14,6,11
8,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1984,110.28,0,6.6,9.13,22.86,6,11
7,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1984,86.19,0,25.23,9.98,24.08,6,11
11,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1984,22.46,274.84,348.28,-4.3,4.78,6,11
10,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1984,56.44,0,123.7,-0.76,9.85,6,11
9,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1984,100.18,0,15.91,7.38,20.91,6,11
8,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1985,119.13,0,6.31,8.42,22.95,6,11
7,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1985,124.48,0,12,10.48,24.64,6,11
11,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1985,22.31,206.23,266.44,-4.77,4.94,6,11
10,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1985,59.1,0,78.86,1.43,13.74,6,11
9,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1985,81.37,0,112.43,4.21,15.59,6,11
8,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1986,123.29,0,1.53,10.18,24.78,6,11
7,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1986,82.13,0,35.04,7.69,21.55,6,11
11,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1986,30.7,0,15.67,-1.64,10.59,6,11
10,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1986,62.63,0,6.93,0.99,13.37,6,11
9,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1986,78.79,0,89.21,2.67,14.76,6,11
8,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1987,123.43,0,1.7,9.86,25.23,6,11
7,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1987,123.24,0,3.44,7.11,21.43,6,11
11,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1987,28.79,0,78.98,-2.61,7.69,6,11
10,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1987,69.69,0,49.76,4.69,17.76,6,11
9,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1987,102.76,0,5.8,7.92,22.91,6,11
8,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1988,122.82,0,7.83,10.05,24.54,6,11
7,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1988,134.18,0,6.68,11.55,25.83,6,11
11,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1988,26.06,143.22,267.57,-2.8,5.91,6,11
10,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1988,71.86,0,2.15,4.95,20.14,6,11
9,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1988,100.27,0,7.5,6.9,21.61,6,11
8,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1989,96.68,0,22.87,7.91,21.26,6,11
7,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1989,130.61,0,0.06,10.61,23.77,6,11
11,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1989,27.6,0,140.7,-1.74,11.43,6,11
10,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1989,57.71,0,153.29,0.62,13.08,6,11
9,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1989,87.03,0,98.85,6.29,19.15,6,11
8,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1990,92.36,0,33.57,8.62,22.22,6,11
7,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1990,94.61,0,21.28,9.7,23.74,6,11
11,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1990,29.74,0,52.67,-2.51,9.45,6,11
10,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1990,67.68,0,20.67,3.04,16.98,6,11
9,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1990,90.96,0,28.15,6.89,20.19,6,11
8,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1991,92.95,0,11.35,9.15,22.56,6,11
7,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1991,85.64,0,19.92,9.77,23.62,6,11
11,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1991,29.34,0,87.73,-1.81,9.33,6,11
10,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1991,64.54,0,127.44,4.15,16.64,6,11
9,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1991,99.23,0,18.56,7.84,22.36,6,11
8,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1992,95.75,0,35.68,10.57,24.23,6,11
7,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1992,83.06,0,49.29,8.16,21.22,6,11
11,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1992,28.97,0,27.44,-2.77,8.29,6,11
10,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1992,65.44,0,127.88,3.39,16.16,6,11
9,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1992,99.69,0,11.44,6.69,21.17,6,11
8,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1993,116.89,0,0.94,7.36,22.28,6,11
7,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1993,122.6,0,0,6.57,21.59,6,11
11,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1993,29.24,0,62.28,-3.01,9.01,6,11
10,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1993,65.94,0,65.96,2.64,15.46,6,11
9,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1993,98.87,0,0.02,5.71,21.49,6,11
8,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1994,124.13,0,0.17,9.81,25.69,6,11
7,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1994,133.21,0,1.4,10.3,26.01,6,11
11,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1994,21.33,309.31,316.64,-7.57,2.81,6,11
10,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1994,62.42,0,52.25,0.09,14,6,11
9,NA,CP2,High,2244.132886,3143.75212,38.66169,-120.13065,1994,98.45,0,22.43,6.22,20.48,6,11
8,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1965,52.73,0,149.3,5.41,19.92,6,11
7,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1965,58.06,0,17.88,5.74,21.37,6,11
11,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1965,21.99,179.11,317.54,-4.16,6.69,6,11
10,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1965,61.26,0,17.37,0.84,18.14,6,11
9,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1965,61.83,0,30.94,2.17,16.79,6,11
8,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1966,85.78,0,10.65,7.53,24.4,6,11
7,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1966,90.49,0,1.8,6.98,21.52,6,11
11,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1966,23.82,83.05,265.72,-2.33,7.63,6,11
10,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1966,59.65,0,0.01,0.67,15.72,6,11
9,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1966,78.91,0,6.8,4.86,19.78,6,11
8,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1967,56.01,0,51.97,8.05,22.95,6,11
7,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1967,90.83,0,4.91,8.01,22.08,6,11
11,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1967,26.51,0,102.78,-1.34,9.64,6,11
10,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1967,58.97,0,45.35,1.14,14.93,6,11
9,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1967,65.37,0,49.04,5.74,18.52,6,11
8,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1968,55.12,0,63.54,5.56,17.94,6,11
7,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1968,92.74,0,3.57,8.76,22.25,6,11
11,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1968,22.92,97.51,217.07,-3.75,6.89,6,11
10,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1968,57.81,0,69.65,0.5,13.85,6,11
9,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1968,77.55,0,4.4,4.89,19.05,6,11
8,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1969,81.3,0,0,6.68,23.12,6,11
7,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1969,62.65,0,11.78,7.86,21.37,6,11
11,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1969,26.08,0,95.58,-2.55,9.8,6,11
10,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1969,50.99,0,118.14,-1.08,10.25,6,11
9,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1969,77.85,0,16.81,6.2,19,6,11
8,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1970,83.66,0,0.01,8.15,23.05,6,11
7,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1970,91.49,0,0.18,8.9,21.9,6,11
11,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1970,23.13,153.69,351.83,-2.37,7,6,11
10,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1970,55.88,0,49.08,-0.33,12.35,6,11
9,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1970,75.15,0,1.77,2.77,18.53,6,11
8,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1971,58.51,0,15.96,8.49,22.46,6,11
7,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1971,59.2,0,12.06,7.5,21.48,6,11
11,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1971,23.06,101.51,195.73,-4.7,6.77,6,11
10,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1971,53.13,0,32.54,-2.31,11.06,6,11
9,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1971,66.63,0,29.74,3.18,17.38,6,11
8,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1972,82.07,0,7.93,7,22.3,6,11
7,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1972,91.86,0,0.1,8.11,23.07,6,11
11,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1972,21.14,118.12,173.55,-5.05,5.47,6,11
10,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1972,51.47,0,80.22,-0.16,9.91,6,11
9,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1972,62.89,0,68.06,2.75,16.67,6,11
8,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1973,56.09,0,52.09,7.25,21.31,6,11
7,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1973,87.02,0,11.03,6.77,22.64,6,11
11,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1973,20.49,393.06,429.83,-4.97,4.02,6,11
10,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1973,55.25,0,109.09,-0.09,13.93,6,11
9,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1973,75.42,0,17.65,3.18,18.99,6,11
8,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1974,55.01,0,17.03,6.92,22.28,6,11
7,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1974,58.41,0,93.84,6.63,21.08,6,11
11,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1974,25.09,0,79.3,-4.17,9.14,6,11
10,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1974,58.21,0,68.79,0.65,14.29,6,11
9,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1974,80.19,0,0,5.45,22.33,6,11
8,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1975,54.3,0,56.15,5.13,20.12,6,11
7,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1975,89.88,0,1.38,7.3,21.75,6,11
11,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1975,23.76,18.2,80.95,-4.67,6.89,6,11
10,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1975,51.5,0,225.22,-1.32,11.02,6,11
9,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1975,79.75,0,19.64,6.46,20.55,6,11
8,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1976,54.06,0,85.45,4.16,17.9,6,11
7,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1976,61.26,0,35.96,7.23,22.49,6,11
11,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1976,27.54,0,43.19,-1.62,12.11,6,11
10,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1976,58.54,0,32.18,0.41,15.07,6,11
9,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1976,65.25,0,48.63,4.5,18.38,6,11
8,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1977,86.85,0,3.02,7.95,24.01,6,11
7,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1977,76.22,0,8.9,7.47,22.87,6,11
11,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1977,25.97,0,140.8,-2.95,9.15,6,11
10,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1977,60.33,0,12.28,1.29,15.81,6,11
9,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1977,77.08,0,33.06,4.21,18.49,6,11
8,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1978,81.93,0,10.89,7.42,21.88,6,11
7,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1978,89.88,0,4.27,6.99,22.09,6,11
11,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1978,22.91,57.38,99.38,-5.71,5.99,6,11
10,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1978,61.63,0,2.13,2.03,17.46,6,11
9,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1978,62.9,0,126.45,3.04,16.58,6,11
8,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1979,77.7,0,8.09,6.59,20.1,6,11
7,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1979,59.31,0,41.69,7.06,22.1,6,11
11,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1979,22.74,59.45,129.81,-4.71,6.52,6,11
10,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1979,55.83,0,121.3,1.2,13.69,6,11
9,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1979,80.76,0,0.31,6.27,21.69,6,11
8,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1980,80.89,0,6.98,6.88,20.94,6,11
7,NA,CP3,High,2266.382201,3338.4197966666666,38.70649,-120.08797,1980,59.67,0,24.6,8.04,21.68,6,11
